ITEM,AIN,MIN BID,IMP,NSB#,LEGAL DESCRIPTION,LOCATION,PROPERTY ADDRESS,clean_address,Latitude,Longitude
3048,5791-024-037,"$47,006",Y,506,"ARCADIA ACREAGE TRACT LOT COM S 0¢24' E 96.75 FT AND N 80¢41' E 268.06 FT
AND S 9¢19' E 100 FT AND N 80¢41' E 79 FT FROM SW COR OF LOT 13 TR # 24122 TH
N 80¢41' E TO W LINE OF EASEMENT TO L A CO FLOOD CONTROL DIST PER
OR17363-299 TH N THEREON TO A LINE PARALLEL WITH AND DIST S AT R/A 25 FT
FROM S LINE OF SD TR # 24122 TH S 89¢36' W TO A PT N 0¢24' W FROM BEG TH S
0¢24' E TO BEG PART OF LOT 126",ARCADIA-2011 G.O,635 E LIVE OAK AVE ARCADIA CA 91006 5741,635 E LIVE OAK AVE ARCADIA CA 91006,,
3049,5802-028-001,"$14,577",Y,505,TRACT # 11988 EX OF FLOOD CONTROL EASEMENT LOT 1,COUNTY OF LOS ANGELES,2909 FAIRMOUNT AVE LA CRESCENTA C 91214 2805,2909 FAIRMOUNT AVE LA CRESCENTA C 91214,,
3050,5808-013-006,"$12,954",,505,"DUNHAM'S SUB LOT COM AT NW COR OF LOT 3 TR # 16991 TH N 89¢42'40"" W 321.96
FT TH S 0¢20' E 224.77 FT TH N 89¢57'15"" E 45.80 FT TH N 49¢38'41"" E 199.48 FT TH N
71¢37'15"" E 130.14 FT TH N 0¢02' W 47 FT TO BEG PART OF LOT 16",CITY-LA CANADA-F,VACANT LOT,VACANT LOT,,
3057,6002-020-020,"$53,858",Y,500,TRACT # 9508 LOT 2,CITY-LOS ANGELES,1417 W 61ST ST LOS ANGELES CA 90047 1528,1417 W 61ST ST LOS ANGELES CA 90047,33.9841477,-118.2969548
3058,6003-012-021,"$103,879",Y,514,TRACT # 3987 LOT 55,CITY-LOS ANGELES,1233 W 60TH ST LOS ANGELES CA 90044 2825,1233 W 60TH ST LOS ANGELES CA 90044,33.9859547,-118.2966085
3059,6004-023-032,"$23,071",Y,514,TR=6529 EX OF ST LOT 2,CITY-LOS ANGELES,6212 S HOOVER ST LOS ANGELES CA 90044 5480,6212 S HOOVER ST LOS ANGELES CA 90044,33.9831134,-118.2869391
3060,6005-006-015,"$80,837",Y,536,BURKE BROS MONETA PARK TRACT EX OF ST LOTS 35 AND LOT 36,CITY-L.A. SANTA,5919 S BROADWAY LOS ANGELES CA 90003 1121,5919 S BROADWAY LOS ANGELES CA 90003,,
3062,6007-008-013,"$20,730",Y,536,"LOT EX OF R/W COM S 89¢25' W 634.15 FT FROM NW COR OF 62 ST AND CENTRAL
AVE TH S 89¢25' W 90 FT WITH A UNIFORM DEPTH OF 198 FT N PART OF NE 1/4 OF
SEC 20 T 2S R 13W",CITY-L.A. SANTA,923 E 62ND ST LOS ANGELES CA 90001 1507,923 E 62ND ST LOS ANGELES CA 90001,33.9833246,-118.260069
3063,6008-023-008,"$14,680",Y,536,S MCCRAY'S ORANGE PLACE ANNEX LOT 10 BLK 2,COUNTY OF LOS ANGELES,1428 E 59TH ST LOS ANGELES CA 90001 1228,1428 E 59TH ST LOS ANGELES CA 90001,33.9869384,-118.2488826
3064,6008-023-010,"$19,779",Y,536,S MCCRAY'S ORANGE PLACE ANNEX LOT 12 BLK 2,COUNTY OF LOS ANGELES,1422 E 59TH ST LOS ANGELES CA 90001 1228,1422 E 59TH ST LOS ANGELES CA 90001,33.9869369,-118.249018
3065,6008-023-025,"$86,929",Y,536,"SEC 21 T 2S R 13W KNOWN AS FIELD BROS SUB LOT COM AT INTERSECTION OF W
LINE OF COMPTON AVE PER CS8881 WITH N LINE OF 59TH PL TH W ON SD N LINE
240 FT TH N 0¢11' W TO N LINE OF LAND DESC IN DDS 143-325 TO ABBIE A BRISTOL
TH E THEREON TO SD W LINE TH S THEREON TO BEG PART OF LOT 4",COUNTY OF LOS ANGELES,5923 COMPTON AVE LOS ANGELES CA 90001 1309,5923 COMPTON AVE LOS ANGELES CA 90001,33.9867548,-118.2477997
3066,6009-001-021,"$29,929",Y,536,"FIRST ADD TO HUNTINGTON PARK LOTS 20, 21 AND LOT 22 BLK 1",COUNTY OF LOS ANGELES,1843 E 58TH PL LOS ANGELES CA 90001 1415,1843 E 58TH PL LOS ANGELES CA 90001,33.9882334,-118.2398326
3067,6009-001-029,"$2,883",Y,536,SHAWS TRACT LOTS 25 AND LOT 26 BLK A,COUNTY OF LOS ANGELES,1861 E 58TH PL LOS ANGELES CA 90001 1415,1861 E 58TH PL LOS ANGELES CA 90001,33.988231,-118.2396087
3068,6009-021-031,"$49,146",Y,536,BRYSON VILLA TRACT LOT 42 BLK F,COUNTY OF LOS ANGELES,1827 E 66TH ST LOS ANGELES CA 90001 2114,1827 E 66TH ST LOS ANGELES CA 90001,33.9800174,-118.2476407
3069,6010-002-010,"$57,150",Y,536,TRACT NO 5450 LOT 254,COUNTY OF LOS ANGELES,1230 E 64TH ST LOS ANGELES CA 90001 1616,1230 E 64TH ST LOS ANGELES CA 90001,,
3070,6010-005-031,"$25,962",Y,536,TRACT NO 5450 LOT 393,COUNTY OF LOS ANGELES,1147 E 67TH ST LOS ANGELES CA 90001 1624,1147 E 67TH ST LOS ANGELES CA 90001,33.9793107,-118.2549997
3071,6010-016-019,"$21,558",Y,536,TRACT NO 5450 LOT 772,COUNTY OF LOS ANGELES,1241 E FLORENCE AVE LOS ANGELES CA 90001 2432,1241 E FLORENCE AVE LOS ANGELES CA 90001,,
3073,6012-006-047,"$26,044",,536,WINTON AND MCLEODS FIGUEROA ST TRACT NO 5 EX OF ST LOT 235,CITY-LOS ANGELES,352 W 67TH ST LOS ANGELES CA 90003 1820,352 W 67TH ST LOS ANGELES CA 90003,33.9789191,-118.2797127
3074,6012-010-063,"$4,544",Y,536,TR=4791 LOT 55,CITY-LOS ANGELES,204 W 70TH ST LOS ANGELES CA 90003 1831,204 W 70TH ST LOS ANGELES CA 90003,33.97642,-118.2762164
3075,6012-012-052,"$6,099",Y,536,WINTON AND MCLEODS FIGUEROA ST TRACT NO 6 EX OF ST LOT 72,CITY-L.A. SANTA,331 W FLORENCE AVE LOS ANGELES CA 90003 1808,331 W FLORENCE AVE LOS ANGELES CA 90003,,
3076,6013-020-016,"$4,173",,514,ADD NO ONE TO BURKE BROS FIGUEROA ST SUB E 40 FT OF LOT 209,CITY-LOS ANGELES,VACANT LOT,VACANT LOT,,
3077,6013-020-027,"$11,824",Y,514,ADD NO ONE TO BURKE BROS FIGUEROA ST SUB LOT 218,CITY-LOS ANGELES,6800 S HOOVER ST LOS ANGELES CA 90044 6247,6800 S HOOVER ST LOS ANGELES CA 90044,33.97809,-118.286969
3078,6014-003-002,"$11,155",Y,514,TRACT # 5694 N 100 FT OF LOT 29,CITY-LOS ANGELES,1150 W 64TH ST LOS ANGELES CA 90044 3608,1150 W 64TH ST LOS ANGELES CA 90044,,
3079,6014-012-013,"$76,659",Y,514,TRACT # 4388 W 30 FT OF LOT 34,CITY-LOS ANGELES,1028 W 65TH PL LOS ANGELES CA 90044 3614,1028 W 65TH PL LOS ANGELES CA 90044,33.9797609,-118.2924444
3080,6014-031-016,"$14,954",Y,514,TRACT # 1356 LOT 366,CITY-LOS ANGELES,1201 W 71ST ST LOS ANGELES CA 90044 2503,1201 W 71ST ST LOS ANGELES CA 90044,33.975489,-118.296019
3082,6015-036-010,"$2,916",Y,500,TRACT # 5219 LOT 34,CITY-L.A. WESTER,"1743 W FLORENCE AVE LOS ANGELES CA 90047
2220",1743 W FLORENCE AVE LOS ANGELES CA 90047,,
3084,6018-001-005,"$30,703",Y,500,TRACT NO 6757 LOT 7 BLK 1,CITY-L.A. WESTER,7220 S WESTERN AVE LOS ANGELES CA 90047 2251,7220 S WESTERN AVE LOS ANGELES CA 90047,33.9743043,-118.3088696
3086,6019-021-010,"$30,990",Y,514,LORETTA TRACT EX OF ST LOT 47,CITY-L.A. WESTER,"1012 W FLORENCE AVE LOS ANGELES CA 90044
2442",1012 W FLORENCE AVE LOS ANGELES CA 90044,33.9745342,-118.2923621
3087,6023-013-003,"$26,505",Y,536,TRACT NO 6O97 LOT 22,CITY-L.A. SANTA,VACANT LOT,VACANT LOT,,
3090,6030-020-001,"$43,208",Y,536,TRACT NO 26 LOT 1 BLK 2,CITY-LOS ANGELES,310 E 80TH ST LOS ANGELES CA 90003 2603,310 E 80TH ST LOS ANGELES CA 90003,33.9663799,-118.2691741
3091,6031-027-035,"$8,201",,536,S MCCRAY'S MONETA AVE TR NO 2 EX OF STS LOT 41,CITY-LOS ANGELES,354 W 80TH ST LOS ANGELES CA 90003 2426,354 W 80TH ST LOS ANGELES CA 90003,33.966827,-118.2793747
3093,6032-025-027,"$53,511",Y,514,"SUNNY SIDE PARK ADDITION EX OF STS LOT 55 AND EX OF ST LOTS 56,57,58 AND
LOT 59",CITY-LOS ANGELES,8005 S FIGUEROA ST LOS ANGELES CA 90003 2720,8005 S FIGUEROA ST LOS ANGELES CA 90003,33.9664056,-118.2829846
3094,6033-024-013,"$51,235",Y,514,TRACT # 4438 LOT 69,CITY-L.A. VERMON,8413 S VERMONT AVE LOS ANGELES CA 90044 3423,8413 S VERMONT AVE LOS ANGELES CA 90044,33.9621769,-118.2913501
3095,6033-026-018,"$10,368",,514,TRACT # 4438 EX OF ST LOT 158,CITY-L.A. VERMON,"1041 W MANCHESTER AVE LOS ANGELES CA 90044
3427",1041 W MANCHESTER AVE LOS ANGELES CA 90044,33.9601055,-118.292768
3096,6034-003-021,"$121,921",Y,500,TRACT NO 4511 LOT 71,CITY-LOS ANGELES,1539 W 80TH ST LOS ANGELES CA 90047 2839,1539 W 80TH ST LOS ANGELES CA 90047,33.966468,-118.3033359
3097,6037-001-032,"$21,584",Y,500,TRACT NO 622O EX OF ST LOT 11 BLK 2,CITY-L.A. VERMON,"1506 W MANCHESTER AVE LOS ANGELES CA 90047
5424",1506 W MANCHESTER AVE LOS ANGELES CA 90047,,
3098,6037-028-039,"$75,230",Y,500,TRACT NO 1O995 LOT 4,CITY-LOS ANGELES,9116 S WESTERN AVE LOS ANGELES CA 90047 3518,9116 S WESTERN AVE LOS ANGELES CA 90047,33.9541448,-118.3089053
3099,6038-016-024,"$35,752",Y,514,TRACT NO 3354 LOT 237,CITY-LOS ANGELES,8726 ORCHARD AVE LOS ANGELES CA 90044 6422,8726 ORCHARD AVE LOS ANGELES CA 90044,33.9587451,-118.2880507
3100,6038-017-037,"$15,743",Y,514,TRACT NO 3354 LOT 209,CITY-LOS ANGELES,8723 ORCHARD AVE LOS ANGELES CA 90044 6461,8723 ORCHARD AVE LOS ANGELES CA 90044,33.9587825,-118.2882488
3101,6039-003-037,"$26,567",Y,514,TRACT # 2017 LOT 77,CITY-LOS ANGELES,430 W 91ST ST LOS ANGELES CA 90003 3224,430 W 91ST ST LOS ANGELES CA 90003,,
3102,6040-037-017,"$4,771",Y,536,TRACT # 2017 LOT 55,CITY-LOS ANGELES,314 W 91ST PL LOS ANGELES CA 90003 4026,314 W 91ST PL LOS ANGELES CA 90003,33.953457,-118.2785639
3103,6043-001-005,"$7,801",,536,TRACT # 7421 LOT 29,COUNTY OF LOS ANGELES,1122 FIRESTONE BLVD LOS ANGELES CA 90001 3737,1122 FIRESTONE BLVD LOS ANGELES CA 90001,33.9600853,-118.2554155
3105,6048-040-037,"$21,535",Y,536,"STEGE HOME TR N 18 FT OF W 158.45 FT AND S 32 FT OF LOT 14O AND S 9 FT OF W
158.45 FT OF LOT 141",CITY-LOS ANGELES,9218 1/2 BANDERA ST LOS ANGELES CA 90002 2413,9218 1/2 BANDERA ST LOS ANGELES CA 90002,33.9567089,-118.2396624
3106,6052-007-032,"$48,773",Y,536,TRACT NO 6242 (EX OF ST) LOT 5 AND (EX OF ST) LOT 6,CITY-LOS ANGELES,9322 S MAIN ST LOS ANGELES CA 90003 3702,9322 S MAIN ST LOS ANGELES CA 90003,,
3107,6052-012-030,"$32,177",Y,536,TR=4876 EX OF ST LOTS 65 AND 66,CITY-LOS ANGELES,9511 S SAN PEDRO ST LOS ANGELES CA 90003 4322,9511 S SAN PEDRO ST LOS ANGELES CA 90003,33.9499989,-118.2696172
3108,6054-013-017,"$14,118",Y,514,TRACT # 6969 LOT 150,CITY-LOS ANGELES,10200 S VERMONT AVE LOS ANGELES CA 90044 3137,10200 S VERMONT AVE LOS ANGELES CA 90044,33.943627,-118.291529
3109,6054-020-024,"$6,627",Y,514,TRACT # 5054 LOT 171,CITY-LOS ANGELES,527 W 101ST ST LOS ANGELES CA 90044 4501,527 W 101ST ST LOS ANGELES CA 90044,33.9447026,-118.2832518
3111,6056-013-035,"$20,968",Y,514,TRACT NO 3O96 LOT 60,COUNTY OF LOS ANGELES,1313 W 97TH ST LOS ANGELES CA 90044 1815,1313 W 97TH ST LOS ANGELES CA 90044,33.9478327,-118.2983369
3112,6056-013-049,"$29,100",Y,514,TRACT NO 3O96 LOT 74,COUNTY OF LOS ANGELES,1205 W 97TH ST LOS ANGELES CA 90044 1813,1205 W 97TH ST LOS ANGELES CA 90044,33.9478504,-118.2961201
3113,6056-018-003,"$42,236",Y,514,TRACT NO 4082 (EX OF ST) LOT 3,COUNTY OF LOS ANGELES,1010 W 98TH ST LOS ANGELES CA 90044 3212,1010 W 98TH ST LOS ANGELES CA 90044,33.9470013,-118.2920068
3114,6058-005-013,"$23,440",Y,500,TRACT NO 79O6 LOT 69,CITY-LOS ANGELES,"1854 W CENTURY BLVD LOS ANGELES CA 90047
4229",1854 W CENTURY BLVD LOS ANGELES CA 90047,33.9453751,-118.3103682
3116,6060-024-005,"$39,956",Y,514,TRACT # 2752 E 28 FT OF LOT 147 AND ALL OF LOT 148,COUNTY OF LOS ANGELES,1028 W 102ND ST LOS ANGELES CA 90044 3120,1028 W 102ND ST LOS ANGELES CA 90044,33.9440091,-118.2928694
3117,6061-022-025,"$24,060",Y,514,TRACT # 2273 LOT 39,CITY-LOS ANGELES,549 W 109TH ST LOS ANGELES CA 90044 4301,549 W 109TH ST LOS ANGELES CA 90044,33.9374346,-118.2839805
3119,6065-019-041,"$303,444",Y,536,*TR=29251 LOT 1,CITY-LOS ANGELES,10300 COMPTON AVE LOS ANGELES CA 90002 3628,10300 COMPTON AVE LOS ANGELES CA 90002,33.943126,-118.246143
3120,6066-005-002,"$49,707",Y,504,FORTHMANN TRACT LOTS 71&72 AND LOT 73,CITY-L.A. WATTS,1956 E 103RD ST LOS ANGELES CA 90002 3124,1956 E 103RD ST LOS ANGELES CA 90002,33.9430547,-118.2373676
3122,6067-029-044,"$30,690",Y,536,TR=48773 LOT 11,COUNTY OF LOS ANGELES,2442 SANTA ANA N LOS ANGELES CA 90059 2106,2442 SANTA ANA N LOS ANGELES CA 90059,33.9338023,-118.2289947
3123,6069-004-010,"$11,680",,536,BEL1EU TRACT LOT 48,CITY-LOS ANGELES,VACANT LOT,VACANT LOT,,
3124,6070-004-015,"$31,159",Y,536,F E RAMSAUR TRACT NO 2 LOT 164,CITY-LOS ANGELES,1553 E 110TH ST LOS ANGELES CA 90059 1125,1553 E 110TH ST LOS ANGELES CA 90059,33.9359001,-118.2470143
3127,6076-002-009,"$141,260",Y,514,WOODCREST TRACT W 50.23 FT OF LOT 137,COUNTY OF LOS ANGELES,1211 W 109TH ST LOS ANGELES CA 90044 1605,1211 W 109TH ST LOS ANGELES CA 90044,33.9373789,-118.296669
3128,6076-007-006,"$46,768",Y,514,WOODCREST TRACT N 132.5 FT OF LOT 105,COUNTY OF LOS ANGELES,1210 W 109TH ST LOS ANGELES CA 90044 1606,1210 W 109TH ST LOS ANGELES CA 90044,33.9372099,-118.2966392
3131,6078-031-010,"$49,775",Y,500,TRACT # 13795 LOT 151,COUNTY OF LOS ANGELES,2046 W 112TH ST LOS ANGELES CA 90047 4742,2046 W 112TH ST LOS ANGELES CA 90047,33.9318177,-118.3146741
3132,6083-022-018,"$24,121",Y,536,TRACT NO 3598 W 4O FT OF LOT 221,CITY-LOS ANGELES,417 E 119TH ST LOS ANGELES CA 90061 2826,417 E 119TH ST LOS ANGELES CA 90061,33.9247482,-118.2678198
3134,6109-017-009,"$60,548",Y,556,TRACT # 18577 LOT 33,CITY-LOS ANGELES,1217 W 187TH PL LOS ANGELES CA 90248 4132,1217 W 187TH PL LOS ANGELES CA 90248,33.8606275,-118.2946577
3135,6113-008-035,"$14,836",Y,556,TRACT # 11442 LOT 50,CITY-GARDENA,1219 W 160TH ST GARDENA CA 90247 4409,1219 W 160TH ST GARDENA CA 90247,33.8858933,-118.2962504
3136,6113-026-016,"$28,080",,556,HAYDEN TRACT W 20 FT OF S 135 FT OF N 270 FT OF LOT 21,CITY-GARDENA,VACANT LOT,VACANT LOT,,
3137,6113-026-019,"$59,488",Y,556,HAYDEN TRACT E 40 FT OF N 135 FT OF S 165 FT OF LOT 22,CITY-GARDENA,1147 W 160TH ST GARDENA CA 90247 4407,1147 W 160TH ST GARDENA CA 90247,33.8861108,-118.2946334
3138,6114-028-017,"$7,091",Y,556,"GARDENA TRACT LOT COM N 68¢42' E 118.97 FT AND S 2¢08'41"" E 146.44 FT FROM
INTER SECTION OF E LINE OF BERENDO AVE PER CF1906 WITH NW LINE OF LOT 4
TH S 2¢08' 41"" E 50 FT TH S 87¢55'42"" W TO SD E LINE TH N THEREON TO A PT S
87¢55'42"" W FROM BEG TH N 87¢55'42"" E TO BEG PART OF LOT 4",CITY-GARDENA,15208 S BERENDO AVE GARDENA CA 90247 3504,15208 S BERENDO AVE GARDENA CA 90247,33.9042642,-118.2942716
3139,6115-031-007,"$12,031",Y,556,TRACT # 16419 LOT 55,CITY-GARDENA,13031 S CATALINA AVE GARDENA CA 90247 1830,13031 S CATALINA AVE GARDENA CA 90247,33.8914757,-118.2949676
3141,6117-015-029,"$24,282",Y,556,"TRACT # 80 LOT COM AT MOST S COR OF LOT 10 BLK H TH N 140.67 FT TH S
43¢22'45"" W 122.31 FT TH SE ON SW LINE OF SD LOT 99.5 FT TO BEG PART OF LOT
10 BLK H",CITY-LOS ANGELES,12610 AINSWORTH ST LOS ANGELES CA 90044 3829,12610 AINSWORTH ST LOS ANGELES CA 90044,33.9185809,-118.2883154
3142,6120-012-046,"$2,150",,556,TR=17942 FOR DESC SEE ASSESSOR'S MAPS POR OF LOTS 77 AND 78,CITY-LOS ANGELES,VACANT LOT,VACANT LOT,,
3143,6121-002-019,"$2,579",Y,556,DUCAZAU TRACT E 69 FT OF W 555 FT OF S 253.15 FT OF LOT 10,CITY-LOS ANGELES,17115 S FIGUEROA ST LOS ANGELES CA 90248 3020,17115 S FIGUEROA ST LOS ANGELES CA 90248,,
3144,6129-007-016,"$13,687",Y,556,TRACT NO 10108 (EX OF ST) LOTS 9 AND LOT 10,COUNTY OF LOS ANGELES,"126 W REDONDO BEACH BLVD GARDENA CA 90248
2221",126 W REDONDO BEACH BLVD GARDENA CA 90248,33.8924758,-118.2918598
3145,6132-015-053,"$37,673",Y,556,M B 11-109 E 40 FT OF LOTS 2 AND 3,COUNTY OF LOS ANGELES,VACANT LOT,VACANT LOT,,
3146,6132-021-004,"$22,598",Y,556,"ATHENS LOT COM N 89¢46' E 6.05 FT FROM NW COR OF LOT 8 BLK 5 TH N 89¢46' E
45 FT TH S 7¢10' W TO A LINE BEARING N 79¢04' W FROM A PT IN W LINE OF
ATHENS WAY W ROADWAY N THEREON 80 FT FROM SW LINE OF LOT 9 SD BLK TH
N 79¢04' W TO E LINE OF ALLEY DESC IN OR11270-25 TH N THEREON TO BEG PART
OF LOT 8 BLK 5",COUNTY OF LOS ANGELES,406 W 122ND ST LOS ANGELES CA 90061 1314,406 W 122ND ST LOS ANGELES CA 90061,33.9212325,-118.2811131
3147,6132-033-020,"$68,468",Y,556,ATHENS SUB # 4 LOT 44 BLK 34,COUNTY OF LOS ANGELES,223 W 126TH ST LOS ANGELES CA 90061 1726,223 W 126TH ST LOS ANGELES CA 90061,33.918954,-118.2769567
3151,6142-018-007,"$74,189",Y,539,TRACT # 21983 LOT 69,CITY EMP PENSION,425 S CLIVEDEN AVE COMPTON CA 90220 2841,425 S CLIVEDEN AVE COMPTON CA 90220,33.8923344,-118.2444994
3152,6143-008-074,"$12,488",Y,509,TRACT NO 16558 LOT 256,CITY EMP PENSION,315 N MAIE AVE COMPTON CA 90220 2829,315 N MAIE AVE COMPTON CA 90220,33.8972544,-118.2442217
3153,6145-017-032,"$56,754",Y,509,TRACT # 24660 LOT 12,CITY EMP PENSION,1716 W PIRU ST COMPTON CA 90222 1609,1716 W PIRU ST COMPTON CA 90222,33.9086107,-118.2517545
3154,6147-005-009,"$51,894",Y,509,TRACT NO 12991 LOT 90,COUNTY OF LOS ANGELES,1250 E 127TH ST LOS ANGELES CA 90059 3222,1250 E 127TH ST LOS ANGELES CA 90059,,
3155,6147-009-013,"$32,910",Y,509,TRACT NO 12459 LOT 285,COUNTY OF LOS ANGELES,12320 ELVA AVE LOS ANGELES CA 90059 3250,12320 ELVA AVE LOS ANGELES CA 90059,33.9199327,-118.2514611
3157,6148-011-014,"$13,310",Y,536,TRACT # 6518 LOT 25,COUNTY OF LOS ANGELES,11818 ROBIN ST LOS ANGELES CA 90059 2841,11818 ROBIN ST LOS ANGELES CA 90059,33.925845,-118.2528458
3158,6150-018-040,"$25,793",Y,504,ROSCOE TRACT W 15 FT OF LOT 131 AND ALL OF LOT 132,COUNTY OF LOS ANGELES,2218 E 117TH ST LOS ANGELES CA 90059 2606,2218 E 117TH ST LOS ANGELES CA 90059,33.9269812,-118.2329539
3159,6150-033-031,"$13,599",,504,*TR=LYNWOOD PARK TRACT LOT 15 BLK 2,COUNTY OF LOS ANGELES,VACANT LOT,VACANT LOT,,
3160,6151-007-004,"$15,042",Y,509,TRACT NO 62O7 LOT 4 BLK 12,CITY EMP PENSION,628 W SCHOOL ST COMPTON CA 90220 1923,628 W SCHOOL ST COMPTON CA 90220,33.8975564,-118.2345284
3161,6154-009-008,"$4,533",,509,EAST RICHLAND TRACT LOT 9 BLK 9,COUNTY OF LOS ANGELES,VACANT LOT,VACANT LOT,,
3162,6161-012-039,"$7,732",Y,539,TR=41872 LOT 88,CITY EMP PENSION,725 W PALM ST COMPTON CA 90220 3671,725 W PALM ST COMPTON CA 90220,,
3164,6162-006-040,"$33,012",Y,539,TRACT NO 1473 W 62.5 FT (MEASURED ON N AND S LINES) (EX OF ST) OF LOT 241,CITY EMP PENSION,419 W GREENLEAF BLVD COMPTON CA 90220 4627,419 W GREENLEAF BLVD COMPTON CA 90220,33.8810696,-118.228284
3165,6163-001-002,"$47,295",,539,TRACT # 4639 LOT 15,CITY EMP PENSION,343 W RAYMOND ST COMPTON CA 90220 3731,343 W RAYMOND ST COMPTON CA 90220,,
3166,6163-018-020,"$10,778",,539,LINCOLN PARK TRACT EX OF ST LOT 7 BLK 1,CITY EMP PENSION,114 E ALONDRA BLVD COMPTON CA 90220 3812,114 E ALONDRA BLVD COMPTON CA 90220,33.8885194,-118.2231186
3167,6163-024-015,"$33,585",Y,539,TRACT # 2883 LOT 14 BLK 8,CITY EMP PENSION,243 E JOHNSON ST COMPTON CA 90220 4854,243 E JOHNSON ST COMPTON CA 90220,,
3168,6170-004-003,"$43,134",Y,504,TRACT # 5418 LOTS 5 AND LOT 6 BLK 5,CITY EMP PENSION,10950 ALAMEDA ST LYNWOOD CA 90262 1722,10950 ALAMEDA ST LYNWOOD CA 90262,33.9360649,-118.2260539
3169,6176-004-055,"$25,277",Y,504,TRACT NO 6108 LOT 141,CITY EMP PENSION,1811 N LONG BEACH BLVD COMPTON CA 90221 1203,1811 N LONG BEACH BLVD COMPTON CA 90221,33.9080953,-118.2088656
3170,6176-004-056,"$45,556",Y,504,TRACT # 6108 LOTS 142 AND LOT 143,CITY EMP PENSION,1801 N LONG BEACH BLVD COMPTON CA 90221 1203,1801 N LONG BEACH BLVD COMPTON CA 90221,33.908052,-118.208863
3172,6181-026-026,"$14,987",,509,"LAND DES IN DOC NO 3716, 6-5-74 TR NO 6307 LOT COM N 89¢45'26"" E 79.85 FT
FROM NW COR OF LOT 11 BLK B TH N 89¢45' 26"" E 55.17 FT TH S 3¢05'26"" E 134.74
FT TH S 89¢45'26"" W 55.17 FT TH N 3¢05'26"" W TO BEG PART OF LOTS 11, 12 AND
LOT 13 BLK B",COUNTY OF LOS ANGELES,VACANT LOT,VACANT LOT,,
3173,6184-017-037,"$31,487",Y,509,"TEMPLE AND GIBSON TRACT RANGE 5 LOT COM N 3¢15' W 495 FT AND S 89¢54'21""
W 192 FT FROM SE COR OF LOT 2 TH S 89¢54' 21"" W 53 FT TH N 3¢15' W 174.67 FT
TH N 89¢54'21"" E 53 FT TH S 3¢15' E TO BEG PART OF LOT 2",COUNTY OF LOS ANGELES,1850 E PIXLEY ST COMPTON CA 90221 2346,1850 E PIXLEY ST COMPTON CA 90221,33.9015256,-118.2035823
3174,6185-007-027,"$22,098",Y,509,TRACT # 10378 LOT 4,CITY EMP PENSION,14636 S ATLANTIC AVE COMPTON CA 90221 2508,14636 S ATLANTIC AVE COMPTON CA 90221,,
3175,6186-028-008,"$9,589",Y,504,"TRACT NO 7099 LOT COM S 83¢40'10"" E 50 FT FROM NW COR OF LOT 41 TH S
83¢40'10"" E 50 FT TH S 8¢35'20"" W TO A LINE PARALLEL WITH AND DIST N AT R/A 121
FT FROM S LINE OF SD LOT TH N 83¢42'05"" W 50 FT TH N 8¢ 35'20"" E TO BEG PART
OF LOT 41",CITY EMP PENSION,4618 OLANDA ST LYNWOOD CA 90262 5434,4618 OLANDA ST LYNWOOD CA 90262,33.907367,-118.1907818
3176,6194-029-003,"$143,736",Y,504,"SAN ANTONIO RANCHO LOT ON NE LINE OF WRIGHT RD COM SE THEREON 164.51
FT FROM S LINE OF LOT 4 DOWNEY AND HELLMAN TR TH S 15¢08'34"" E 100 FT TH N
74¢51'26"" E TO SW LINE OF LONG BEACH FRWY TH NW THEREON TO A PT N
74¢51'26"" E FROM BEG TH S 74¢ 51'26"" W TO BEG",CITY EMP PENSION,11108 WRIGHT RD LYNWOOD CA 90262 3122,11108 WRIGHT RD LYNWOOD CA 90262,33.9261547,-118.1787516
3177,6201-010-021,"$65,323",Y,539,TRACT # 2080 LOT 227,COUNTY OF LOS ANGELES,2829 CALIFORNIA ST HUNTINGTON PAR 90255 5724,2829 CALIFORNIA ST HUNTINGTON PAR 90255,,
3179,6202-008-014,"$43,249",Y,509,TRACT # 2080 LOT 1020,COUNTY OF LOS ANGELES,7918 SEVILLE AVE HUNTINGTON PAR 90255 6804,7918 SEVILLE AVE HUNTINGTON PAR 90255,,
3180,6202-033-006,"$49,963",Y,509,TRACT # 3992 EX OF ST AND ALLEY LOT 375,CITY-SOUTH GATE,8527 LONG BEACH BLVD SOUTH GATE CA 90280 2016,8527 LONG BEACH BLVD SOUTH GATE CA 90280,33.9601033,-118.2231215
3182,6204-019-026,"$7,883",Y,509,"TRACT # 3233 LOT COM AT SW COR OF LOT 178 TH S 83¢14'30"" E 89.73 FT TH N
PARALLEL WITH E LINE OF SD LOT 43 FT TH N 83¢14'30"" W 102 MORE OR LESS FT
TO E LINE OF SANTA FE AVE TH S TO BEG PART OF LOT 178",CITY-SOUTH GATE,8714 SANTA FE AVE SOUTH GATE CA 90280 2602,8714 SANTA FE AVE SOUTH GATE CA 90280,33.9579662,-118.2250754
3183,6204-019-027,"$28,725",Y,509,TRACT # 3233 LOT 179,CITY-SOUTH GATE,8730 SANTA FE AVE SOUTH GATE CA 90280 2602,8730 SANTA FE AVE SOUTH GATE CA 90280,33.9578316,-118.2250461
